Avg. Area House Age,Avg. Area Number of Rooms,Avg. Area Number of Bedrooms,Price,
6.347296492,7.333742044,3.43,1387864.89,
5.71678948,8.861871792,4.34,1414286.722,
5.158354668,4.956271805,2.41,1273308.71,
5.364208038,7.502955795,3.1,1489648.018,
5.710321906,6.674060503,3.46,1765988.264,
7.072261244,6.473828032,2.19,934111.6355,
4.181184313,8.11018676,5.37,1095879.443,
4.876921107,9.067212171,6.48,876348.8176,
5.873184775,6.428539208,3.41,854945.5067,
6.247342401,6.876552908,2.21,1349743.146,
4.457760479,7.306146377,3.18,970825.5964,
6.002190879,6.580437421,3.28,1796009.504,
5.36318709,6.408996608,4.25,934492.3424,
3.696844062,7.768933628,3.4,584061.2474,
5.184548388,7.424003894,5.41,895845.5655,
6.568708836,6.606602317,4.46,696040.1299,
6.420431489,6.649610243,2.48,1204137.323,
5.7809688,6.380818199,4.4,1413729.757,
5.4688135,6.457118896,3.2,607873.7728,
5.409933765,6.501809752,2.47,971099.4754,
5.433654041,5.136280126,2.29,1714055.837,
6.680687591,7.969953133,3.02,1956438.651,
6.183385747,8.928096102,3.43,2013015.746,
5.33407185,7.034765988,5.3,1390497.566,
5.335011365,7.001099727,4.42,1529452.062,
3.525267865,5.931333447,3.5,1143215.029,
6.319831312,7.253842719,6.45,1949577.954,
5.21606795,5.959743409,4.32,1057799.242,
5.66211514,6.747627878,2.07,1585873.833,
5.576406098,7.399011014,4.08,1168993.759,
7.145613977,5.873084078,4.01,1431915.977,
4.760142523,7.513012843,6.43,1409439.076,
7.167703013,7.877242793,3.29,1496724.381,
5.55806725,7.303732185,4.31,1566567.883,
4.776719387,7.545438447,4.31,986113.2395,
5.053486344,6.619484577,4.47,885611.5783,
5.745297007,6.634890167,3.24,1102259.539,
6.850527928,6.963875476,2.36,1268125.838,
7.604253501,6.439048721,4.34,1580691.617,
5.003089091,7.089930194,4.23,1128644.462,
5.094476307,8.629541561,4.19,1524689.063,
6.676447492,8.553895393,5.3,1176420.559,
7.143956543,7.584188396,5.41,1456273.724,
6.127772147,7.598933045,4.45,1777516.449,
6.581627437,6.477494893,3.17,1237902.82,
5.878218173,6.486461751,4.33,1385783.517,
6.151659517,8.252002288,4.19,1035125.857,
6.744098524,5.57541385,4.2,1358899.686,
4.854051621,8.197046931,6.11,1311145.968,
4.391004045,7.841066299,5.2,919926.9985,
5.272670247,5.632025807,4.09,985866.0316,
4.920560166,6.32000113,3.39,1196204.886,
6.486915564,7.212339702,5.05,1435981.22,
3.942530861,7.974419343,3.28,752800.1475,
5.416065414,7.327671148,4.41,324981.993,
7.14824024,7.54168795,3.46,1127637.557,
5.187860246,5.336778219,3.31,239319.9342,
5.949763033,5.753579051,4.01,529282.0844,
6.996436453,8.006614296,4.21,1455691.797,
8.190784778,7.162284528,4.38,1371527.327,
6.558666036,7.792875895,6.46,1231452.189,
3.735941791,6.868290757,2.3,1102641.114,
5.04681834,5.52758659,2.47,758262.6121,
5.550184071,5.457060935,2.27,476971.4559,
6.149033107,6.907296632,4.49,1706689.94,
5.395238142,5.790228359,2.46,1079745.119,
4.982273043,6.811614747,4.28,766594.3397,
5.930549621,5.411953103,3.46,905045.2177,
6.669852608,7.147346333,4.3,1425114.718,
5.466350329,7.104610565,5.32,1512542.441,
6.776381473,6.72443917,3.15,1650342.131,
7.606682442,8.416866964,3.23,1112548.479,
6.033750501,6.753219361,3.47,942508.9622,
6.416791877,7.721937078,4.43,1642844.649,
5.100682906,7.090924494,4.45,1078713.227,
6.105278889,7.036667012,6.01,1333865.438,
4.438005316,7.281183442,3.36,684049.9193,
5.670682598,8.02778505,6.24,1311067.446,
4.964759603,7.798048421,5.4,1172133.487,
3.479985415,7.559136434,5.17,1419536.259,
6.156990736,6.962139586,4.39,1288426.694,
5.772011878,7.496476798,6.34,1500939.827,
6.039003284,8.058236768,4.18,1000087.121,
6.398037242,9.32133413,3.32,1457767.533,
5.859730235,7.405887952,5.08,747933.4869,
6.615282097,7.33696283,3.32,1024738.285,
4.977367374,8.005913674,3.09,1517666.855,
6.294500495,6.169512175,2.33,953840.6976,
5.409874135,7.401814643,4.09,1375497.973,
6.639948342,8.854531011,4.15,1645530.056,
8.543764348,8.204047154,3.42,1727006.951,
5.691798358,8.156580335,5,1597330.411,
7.058241204,6.702655681,4.11,1688279.308,
6.444044968,7.295573322,4.3,1398310.2,
5.452384484,5.108517592,3.08,1100093.909,
5.900963185,7.690169183,5.15,1505560.54,
7.561983037,5.672823579,2.16,1105990.694,
5.134472646,7.882091495,5.12,789043.8512,
4.340528836,5.43258873,2.26,756319.734,
6.813064895,8.213717355,5.37,1856782.783,
3.983346134,6.611314226,3.22,1222020.821,
6.788986819,7.207150836,3.36,1043968.399,
6.264613212,7.343435592,5.44,1673294.246,
6.89584933,6.004365015,2.06,1325860.533,
6.528543309,7.640040242,5.41,1236044.316,
6.396024279,6.463455068,2.13,1030759.7,
5.640918859,6.509836777,2.21,1609581.804,
5.904536932,6.211583196,3.39,1292287.095,
5.33803219,7.617082958,5.25,1057697.703,
7.694068722,4.406835938,2.45,768152.791,
7.608168693,6.69972914,4.36,1513427.551,
6.62166574,6.93275635,4.36,1429497.617,
6.442420803,7.842278374,3.01,1376969.929,
4.681452167,5.709652814,2.43,614700.7371,
5.960139167,7.053248076,5.39,780608.9935,
5.948015641,6.727120954,4.37,856548.9441,
5.967157157,6.600855739,2.23,1656080.089,
6.720799207,6.728642775,4.27,1249914.079,
6.924423085,6.236005985,2.13,817460.4216,
6.367112535,5.982669477,4.38,990893.1601,
5.805475824,8.084123474,4.1,972079.5876,
6.27811119,8.133307932,4.29,1349989.647,
6.083634063,7.167066817,3.48,1303542.283,
4.725540703,4.129733361,3.4,593766.1848,
4.832160529,7.573134684,4.1,1243918.811,
8.301924703,6.491297609,2.32,1395855.656,
6.995183898,7.098708924,3.44,1112314.303,
6.609092096,5.943765122,2.34,850010.1816,
5.819522121,7.559578681,5.13,931787.6179,
5.44085015,6.061395449,4.45,1011140.799,
5.327629541,4.69394693,3.42,1190442.123,
5.88630988,5.571042791,2.23,916140.2212,
5.343725251,7.610386208,6.5,1222045.091,
7.060172147,6.771951062,2.34,1232156.012,
6.451254749,6.885661622,2.14,652752.9727,
7.336375104,7.533218756,5.15,1219846.919,
8.485443766,8.258065887,5.06,2050988.497,
6.210044557,7.582601532,3.35,1359052.846,
5.045013623,8.000120823,6.22,1308773.078,
5.668081747,7.511383044,4.14,1573998.902,
5.494795166,7.565060629,6.36,1182980.604,
5.587064649,6.490281845,2.07,1029861.623,
5.046905795,6.713334011,4.32,1085943.076,
6.25881632,7.802437608,4.27,1713351.394,
6.17278582,6.909676901,2.2,1297619.348,
6.671741423,6.801278162,3.36,1096052.868,
7.281558213,8.452274921,4.03,1920527.53,
8.118399939,6.176659565,2.34,1035171.06,
6.705514007,7.044911118,6.28,1218011.061,
7.356870637,6.449420818,3.42,1106705.011,
5.238126269,5.709671826,3.14,664978.8738,
6.723350218,7.194271726,4.03,1316129.309,
6.319456523,6.599789184,4.37,1398760.047,
6.202875145,6.088335078,4.17,759799.8758,
5.981856487,6.658310366,2.47,776906.3269,
5.662525533,7.869698636,4.42,971928.9869,
6.578546624,6.711383337,3.45,1180091.498,
6.043842699,6.572367699,2.24,1201785.667,
6.439202554,7.385555041,5.34,1591234.773,
3.438546514,8.264121726,3.28,143027.3645,
6.169046083,5.729563124,3.45,1091143.399,
6.266859797,7.010051889,3.29,1249173.691,
7.188786556,8.038649955,3.29,2002028.632,
6.529605446,6.606743697,4.3,824540.8964,
6.697263672,6.376060218,3.05,1511526.921,
6.150067074,8.195579098,6.31,994257.5352,
7.403052279,5.728417583,2.03,1345296.554,
5.000496142,8.328555995,6.02,1166399.672,
7.089076786,6.806536055,4.39,1820981.219,
6.185505942,6.115470081,4.16,1023965.403,
4.691106301,5.563805068,2.22,889385.9016,
3.987009788,7.035223614,4.06,616738.2083,
6.650746733,7.343427611,6.19,1784260.849,
6.81845289,7.080153739,5.38,1050541.314,
6.758728424,6.808714574,2.11,1389223.607,
6.401757145,7.912674755,5.17,1423908.258,
4.76898851,8.298090336,3.05,1069238.5,
5.482266406,7.99448863,3.21,1007856.266,
4.632527413,6.561204277,3,924346.1648,
6.269371897,7.665643101,3.35,1453312.468,
4.386270795,5.218507156,4.27,782656.0804,
4.893013125,7.701407169,3.22,803689.1519,
6.860067598,7.739400146,4.26,1439875.64,
6.621485857,7.801897069,6.11,1270869.783,
4.304375946,7.481930316,5.47,1347279.207,
6.926414307,8.340524425,4.41,2186194.793,
7.398109966,6.604115958,2.13,1082486.679,
7.005353144,9.404851241,3.32,1700109.608,
7.25142968,6.614439024,3.36,1623100.84,
5.474098801,5.786855348,3.22,943309.4486,
4.759494793,6.514700261,2.17,1409684.485,
6.553922091,6.289606881,3.06,1326481.675,
5.510917604,6.977103332,3.07,404643.6022,
5.959288964,6.373969072,4.36,1176655.085,
3.214868146,6.988817742,2.33,633875.9302,
5.041209203,7.881143832,6,1390251.42,
4.861475959,5.34005839,3.06,861138.1836,
4.460276088,6.734748724,3.41,1151233.095,
5.594270942,6.976381319,2.39,686644.6104,
6.951789882,7.427873073,6.36,1261681.961,
6.682596212,7.40003792,6.21,1327811.343,
7.017837825,6.440255755,3.25,1339096.077,
4.665514927,7.100443568,6.1,987355.9609,
5.594183137,8.589659889,5.1,1384478.305,
6.353116423,5.116256419,3.23,1168919.401,
6.221479752,5.899690352,4.22,1522099.831,
6.194584199,5.364679403,3.32,1260374.966,
5.360253242,4.747499792,3.12,857762.317,
5.17016265,6.859309643,2.2,1126450.426,
5.911488489,6.813649608,2.33,1574084.927,
6.11901907,6.274272191,2.5,469262.8156,
6.067195467,6.849294596,4.18,1114169.037,
3.410785658,7.121999355,5.5,1792368.627,
5.737583091,8.051738727,3.49,1383842.185,
5.604261416,7.824070198,5.38,691318.2401,
5.921443805,9.141241979,5.3,1245070.338,
6.685863208,6.993422378,3.43,2220799.069,
4.844336296,6.80310024,2.3,854815.1175,
7.306675205,9.428035064,3.17,2092348.377,
4.950202585,7.650712389,3.04,781213.0669,
5.646557664,5.64764585,4.35,726883.8689,
6.756372213,6.400685049,3.18,1640990.378,
6.431119287,7.753988755,5.28,1535781.96,
6.565275901,7.462821323,4.18,1737759.05,
5.922854638,8.33451397,4.2,1550702.478,
5.458032475,9.502520111,5.05,1348873.427,
5.732425466,7.060947189,3.22,955445.8537,
6.671579548,8.282587474,6.13,1467910.569,
8.008209502,7.845971202,5.09,1742938.776,
8.335360241,7.072024549,6.02,1795630.913,
7.750851661,7.271163222,3.11,1305972.22,
6.777764029,9.794898314,6.19,1433542.021,
5.600101651,5.40860478,3.49,921396.9753,
4.936845339,7.536187342,4.15,1405399.855,
5.685544439,8.043199844,6.49,1088548.827,
4.469567273,8.852673819,5.09,738030.6499,
7.352350453,10.75958834,5.14,2235294.718,
7.025035017,6.210030142,3.27,1564252.526,
5.612677071,7.419542404,4.26,1309937.399,
7.983741985,7.613237025,5.26,1660770.002,
6.099322338,8.47338077,5.12,1485418.102,
5.460238285,5.962612283,4.39,886124.7256,
6.186440468,6.288751536,4.47,1411024.044,
4.170949099,7.347941423,3.16,671343.9418,
5.890156539,6.220692269,2,992585.3823,
5.328137978,7.253737124,6.01,944590.1588,
6.138120631,7.267847632,4.35,1399909.049,
5.935261391,5.913453615,4.1,865099.5234,
6.206707265,6.682487909,4.38,1394423.556,
4.931569621,6.194068363,3.35,813807.6997,
7.426296989,5.300989403,2.06,1316180.494,
5.440611043,6.999579342,3.09,1212205.341,
6.251245416,8.75087217,5.07,1769484.893,
5.521608814,7.088619391,4.43,541953.9057,
6.89577421,7.397590147,4.27,1494101.445,
4.633538535,5.495635406,3.24,856022.8625,
6.029590406,7.282537332,6.2,1427842.506,
5.039400288,7.854884014,5.03,1228138.129,
5.121333052,6.931703177,2,1168627.651,
6.099506571,5.178628479,2.28,1389287.474,
4.128267302,5.715441059,2.36,1243981.946,
4.349592232,8.608456811,4.4,1584439.713,
4.778495431,7.551058857,4.05,1622837.353,
5.601503368,8.274193678,4.06,1031146.755,
7.89377834,5.908601199,4.42,1098518.134,
5.804315611,7.665601844,3.26,909781.4668,
6.471256486,5.667117321,4.07,1431517.439,
4.754963035,6.80690822,2.15,1636996.074,
5.768478785,6.989189234,4.1,1658974.567,
5.951022992,8.351675153,5.19,1168887.459,
6.680591866,7.734862028,3.38,1720258.777,
4.254128346,5.865544034,2.09,1129408.87,
6.016967885,6.031560914,2.35,778836.9229,
5.864956336,6.465128863,4.41,1276471.581,
4.676070219,7.132170434,5.3,839426.1222,
6.011529119,6.84053592,3.46,794075.8615,
6.907393959,7.09020352,6.33,1372549.782,
5.47890656,5.986455183,2.19,1084539.387,
4.507953424,6.154788048,4.01,211017.9705,
7.119264731,7.836759091,3.02,1186372.179,
5.754108522,8.382275147,6.45,1140918.805,
7.723274916,8.391225256,5.12,1471828.129,
4.397922947,6.134831392,3.39,803259.6126,
5.433298628,6.572988175,4.33,1124719.49,
6.430984273,6.257289049,2.13,1396401.022,
6.157261017,8.040754516,3.39,802274.1289,
6.269795191,6.774004675,4,1646662.911,
6.343953016,6.571655417,4.26,1202621.178,
4.312820313,7.773969252,5.1,1066768,
6.193441139,6.952699366,3.46,1153135.22,
5.245242456,7.984941298,4.03,1706110.86,
4.83694235,6.986339202,2.1,1543913.433,
4.48211105,5.617544353,2.08,302307.4011,
6.726672923,7.614547384,6.17,1134055.403,
7.007744694,6.610356603,4.29,1352756.753,
6.761202557,7.128709606,3.03,1772390.553,
4.822577579,7.427780103,3.4,1014450.654,
5.928585443,5.960675668,4.36,781137.4618,
6.042080099,5.921795631,4.1,921238.3583,
4.97877301,6.548997789,4.36,790555.5204,
5.916946406,6.784153511,3.44,1420648.281,
5.286433379,6.767379403,4.1,377618.9699,
5.479987314,6.404475409,4.16,945079.5323,
7.429961382,7.129217811,4.05,1630952.884,
6.75457107,8.062651631,3.23,1009972.083,
6.014408815,7.025588107,6.21,1372806.616,
5.507106334,6.503331288,4.12,560598.5384,
7.125630492,8.084430401,5.4,1484653.884,
6.33456811,7.346448516,4.38,940138.9614,
6.720829754,6.754620969,2.42,1354077.498,
5.393977714,9.359022454,5.44,1400961.279,
7.123866349,5.832411835,2.28,1426832.049,
5.667783745,6.164151449,4.32,1031737.385,
7.278803441,7.775049238,6.36,1244248.525,
6.981741643,5.139219089,2.07,1070868.067,
4.748619773,6.756554547,4.42,493350.0312,
5.546206589,7.770046179,3.24,1228323.225,
5.493365974,7.962687651,3.35,1427026.945,
7.346083967,7.798975121,6.06,1504664.281,
4.019356939,5.539636424,4.09,689155.5684,
5.23519491,7.896371961,5.26,1481171.234,
6.437928611,8.06369476,5.36,1092649.709,
5.685730962,7.483381611,6.15,962581.6883,
3.907090367,7.175401501,3.28,688479.2926,
4.977651242,5.987958372,4.01,1363106.125,
4.999189324,6.239560863,2.36,826328.1084,
5.896128881,7.521358532,4.14,1434575.11,
6.331004889,6.83423618,3.44,1509422.58,
2.683042903,7.583527004,6.26,395440.2022,
6.213168556,7.953781094,6.49,1765809.432,
7.147855954,6.561958811,2.33,1135676.183,
5.817615375,7.629224694,3.03,1006227.535,
5.443883946,6.263176695,3.15,576387.1752,
4.259678188,8.337627487,3.09,1044615.522,
6.021239385,6.97573331,4.02,1765352.366,
7.31980876,6.287213171,3.31,1049632.181,
6.927794005,7.266297176,4.35,1456969.577,
5.614666403,8.335418626,4.45,1331374.948,
6.628833582,8.050035966,5.26,1779874.754,
4.798258666,7.127673979,6.13,1601152.932,
7.188637589,7.360455285,5.19,1702528.794,
4.530556542,6.451146228,4.36,1123765.346,
5.938427862,8.763599419,3.49,1042144.231,
4.436177367,7.670800219,4.3,869026.582,
5.505002199,7.399877695,6.08,1352993.625,
6.569124436,5.614572016,3.44,945931.1936,
5.809960591,7.282240151,5.26,1653381.313,
4.861034546,5.596366581,2.26,1258957.62,
4.581613523,5.875689352,4.1,724121.6734,
5.018114508,8.636107723,5.17,1067871.687,
5.121560597,6.173060324,3.29,842235.8034,
5.375149492,7.723659864,6.2,954154.2069,
6.447052039,6.245523075,2.04,1356691.387,
5.346436832,7.374606574,4.18,1202992.884,
6.928767557,7.907488631,6,1502447.917,
7.642474303,7.083621576,4.14,1947338.44,
4.971327902,7.00318762,5.48,1153516.919,
6.410976784,4.729553626,3.22,414165.2204,
6.664544241,5.014301356,4.18,723089.9525,
6.793799381,7.87230271,5.41,1193482.503,
5.594194544,4.794561406,3.19,1380602.556,
5.543729665,6.091906,2.43,151527.0826,
5.588038153,6.845532332,2.2,1114729.725,
5.902295849,8.077577938,3.01,984421.2253,
4.656695745,5.660253117,2.44,875904.5286,
5.664970501,6.750871993,4.31,788427.8399,
6.65956175,6.881398143,4.4,1444701.328,
5.643639139,8.205294206,4.03,1450393.53,
4.608455549,6.394093592,3.43,921321.015,
5.642006715,8.983474499,6.28,1160146.171,
6.09860088,8.246621014,6.34,1222689.523,
6.859245122,5.734998914,3.2,2004396.372,
5.305107848,6.178535053,2.24,454055.6559,
5.053542724,6.541375695,2.31,1698198.751,
7.176349294,5.911953083,4.05,1193106.94,
6.072995729,4.43037246,4.42,1275403.464,
3.640221786,6.637068549,2.37,810751.725,
6.877123174,7.238912329,3.5,642862.7138,
5.767672653,6.600037145,4.13,1086825.754,
5.560578582,6.194545542,3.42,773360.698,
6.538092759,7.059952049,5.36,1500962.615,
5.443119457,5.424239418,4.35,768301.802,
7.221284713,8.408981112,4.39,1781211.414,
5.635390224,9.053748361,5.02,1420469.727,
5.27382605,7.205994888,3.25,1380215.515,
5.939367843,6.46801691,4.05,1090805.374,
5.625298604,7.601621871,3.39,886815.9436,
5.09845805,6.0318426,3.34,1007224.929,
6.651755441,5.914977244,3.44,1077754.226,
7.374075502,7.230652645,6.09,1253648.324,
3.930198546,5.982743948,3.46,1102943.351,
5.443617288,5.854419882,2.16,744132.7042,
7.442513107,8.023025989,6.18,1845630.071,
5.126392437,5.54403175,3.13,873588.1297,
5.17624248,6.543412681,3.15,755678.3301,
6.270889733,4.970758233,2.38,1101826.315,
4.605077351,7.82640273,4.03,1618994.276,
6.383383417,6.255855255,3.18,1127873.577,
3.945932446,7.424296722,6.38,749847.1904,
6.577966455,6.711162807,3.4,984672.2998,
6.157624922,5.300798456,2.26,534077.4555,
5.289123362,7.534536505,5.06,1242114.101,
6.413978321,6.969909983,3.39,1273631.267,
6.190475601,7.105546436,6.45,1095597.944,
7.616703734,7.648963666,6.35,1364738.296,
5.981192808,6.449329987,3.2,1037147.467,
6.115160124,7.721848678,4.17,1228517.207,
5.858178751,6.806409387,2.15,759360.6548,
6.39900372,6.162871422,3.24,1140579.618,
5.797958848,6.087284207,3.39,810741.5185,
5.523318653,6.377634867,3.21,642855.1696,
6.851265731,6.806975701,4.17,1562950.322,
5.845099211,6.720339894,3.3,1599851.895,
6.568437796,6.748590368,2.05,1332669.235,
6.326332927,7.570722638,5.01,665160.0759,
6.772239093,6.832860157,3.38,1591383.735,
6.500751339,8.663669121,4.12,1144507.423,
6.136224658,7.68513739,5.38,1619721.716,
5.717143201,7.795214821,4.32,1251688.616,
6.741729037,8.191410351,6.24,1882806.934,
5.488057127,7.453195862,6.41,1016163.177,
6.195614402,8.664643191,4.26,1721005.42,
4.513528509,8.156727195,5.08,890138.2114,
6.004825721,5.600872972,3.29,1272719.632,
6.334101643,6.973586841,4.15,1582605.535,
5.056598058,6.063146041,3.2,1170204.339,
3.205828407,6.222769257,3.21,1166750.313,
5.81593446,5.211695627,4.15,319495.6676,
8.333101975,4.635161108,3.3,704698.3621,
5.503955342,6.879953963,2,945614.5659,
6.495664079,9.0381508,4.12,2054897.009,
3.858766446,9.114772966,6.02,1280230.625,
5.964918211,5.659969092,4.42,850114.5963,
7.75739033,6.246758845,3.5,1637649.905,
5.575523167,6.932106078,3.22,1742431.663,
5.990390366,6.968282497,3.02,942093.9245,
4.907284282,6.908681661,3.4,1388782.887,
6.024013165,5.660723946,3.02,996506.0709,
3.654666982,6.950730815,4.27,790802.801,
6.076352847,6.743361593,2.11,718650.6438,
5.286413074,7.191444354,6.46,1517141.623,
4.020978811,6.807077577,3.15,496359.9708,
4.760053372,6.836747645,3.02,820611.4709,
7.036174701,6.57406578,4.41,1122320.933,
5.345949188,6.672672496,2.02,846939.4288,
5.949311844,8.437665652,5.16,1540762.269,
4.401142472,7.283060937,4,963531.9152,
5.642354239,6.765189075,2.36,1590804.044,
6.520774408,6.256624835,2.28,1283415.266,
7.529197954,6.394185043,3.34,1447920.68,
6.553940573,8.104529732,5.35,742858.6356,
6.833040609,5.955943931,4.36,1400609.034,
6.622908642,5.829703684,3.04,1638577.417,
6.225719363,8.545832091,5.46,1235475.55,
5.853516746,7.915264179,4.07,1249417.897,
6.679186516,6.911302586,2.35,1499356.12,
3.545706487,5.956463605,4.04,1005843.917,
5.823225673,3.969631652,4.38,623721.613,
4.808593948,5.758866925,4.3,922514.088,
7.776563644,6.613059311,4.27,1638606.834,
6.032226964,7.204937602,5.02,1249223.831,
5.529209121,7.545662803,5.35,1928301.782,
6.712376565,5.884169743,4.38,1487729.592,
6.385036059,8.588217916,3.17,896303.7992,
8.26472565,8.110670736,3.39,1903813.793,
5.857893814,6.630831721,4.02,1069851.162,
4.527999083,6.344943636,3.01,829868.2304,
4.330577499,7.805452718,4.47,1181338.161,
7.231266171,6.972863895,2.12,1401767.904,
6.389930497,5.958260743,3.13,1235501.486,
6.407963302,6.030097992,4.13,1522083.944,
4.503692824,6.641016366,4.17,656971.5307,
7.866885829,8.087219331,4.4,1660678.035,
4.751360343,6.394383439,4.45,606191.8669,
5.313060495,7.875734866,4.04,1011331.164,
6.822667495,7.744187006,6.29,1529830.368,
7.679468812,6.602617895,4.23,1489520.019,
8.973440775,7.905595187,6.3,1468267.23,
6.102947458,6.328047603,3.15,978312.7484,
6.757390576,6.124800989,2.29,1181637.949,
5.482703956,7.250184907,3.09,1015233.032,
4.482788279,7.409634026,3.24,1139615.72,
7.005697263,7.19729308,6.11,984349.6142,
6.4528811,7.506590888,5.11,1765281.093,
5.36063246,6.384181936,2.42,1327975.249,
5.695537775,6.249293574,4.22,804170.2016,
5.752139663,8.27693333,6.26,1467271.556,
5.339895707,7.899477079,4.25,1478823.647,
6.107907982,7.370410989,4.06,1367312.132,
4.919727098,6.452741614,4.19,1162469.887,
5.759339963,6.247076987,3.49,1473278.441,
6.417465138,8.158035375,4.19,897479.9502,
5.720212674,6.335377325,2.13,1568578.512,
6.849179009,7.869893327,4,1421518.602,
6.884826407,6.478152193,2.44,1199144.788,
7.579897089,6.478789638,4.34,1596180.568,
5.122002568,6.177536468,4.08,1264972.442,
5.686845562,7.182291988,6,1135465.473,
7.080128054,5.719328415,3.19,1359838.999,
4.590613171,3.950972653,4.06,88591.77016,
6.62093276,8.21719757,5.17,1822448.617,
7.729789733,7.130497891,4,1720734.403,
6.578330675,7.656511671,6.37,1224397.427,
6.589726273,7.893098862,4.31,1209571.072,
7.237115963,5.225281601,3.3,1698820.102,
6.699803504,7.565241081,4.19,1860358.468,
6.315632964,6.737995794,4.48,1168444.882,
4.944535979,7.32206761,3.32,764756.0935,
7.114160836,5.079670606,4.13,977242.2697,
7.600071471,6.79717311,3.09,1079158.653,
5.202471496,7.679174992,6.29,1383395.287,
7.089530057,6.324137676,4.11,992053.0502,
7.199375691,7.475337121,5.11,1574919.906,
5.490922273,6.398561271,3.08,1174311.556,
5.288328665,6.771063984,3.08,795082.8102,
5.540170599,5.376733697,4.03,1170573.77,
7.951003194,6.524053598,4.24,1998368.741,
4.254254339,7.195894481,3.39,842086.6733,
5.320240167,7.249122096,5.07,849656.9232,
6.692664317,5.040349931,3.36,908616.4826,
6.936071297,7.780051691,6.04,1524257.706,
5.357426598,8.59775984,4.01,685880.3213,
3.854617568,6.893908707,2.04,771310.0004,
6.241328646,5.192787773,4.05,1308243.922,
5.618340136,7.052194979,6.4,1312063.756,
6.617874634,6.194836049,2.23,1467849.818,
4.312327918,5.90492797,3.39,902350.4197,
5.75682588,6.35315741,3.13,926880.8506,
6.261965688,7.377710969,4.31,1323326.403,
6.161583148,6.214868825,3.09,1504026.27,
5.760358566,6.375204649,3.17,1003266.876,
4.925351457,6.109934625,2.34,592397.7261,
7.325844476,7.560732515,3,1339142.805,
4.850512519,6.111099734,3.11,1212939.954,
5.84347617,8.025349287,4.13,753930.5825,
6.532362732,7.103716459,4.46,1538401.817,
6.263865774,6.33312338,2.36,1295728.088,
6.729104618,7.732958945,3.43,1472887.247,
6.440641902,5.754531583,2.44,831762.7909,
6.311020028,5.873414594,4.15,1610577.497,
3.96574483,8.961105506,4.38,881446.1155,
6.333260676,6.860573239,4.38,1666462.622,
5.909380137,5.525708756,4.17,1085218.859,
6.357539658,8.095024774,3.5,1712929.654,
6.266666891,7.282469927,6.1,1444403.664,
6.60039782,9.715722673,3.44,1884674.241,
7.483738828,7.497299569,4.12,1014548.233,
3.606331313,8.942770576,6.37,1084013.785,
5.816000008,6.329661762,2.15,1279777.379,
8.513233389,5.929421503,3.39,1967384.778,
5.656329034,7.571221642,3.41,1002974.215,
7.281978903,6.522220479,4.22,979568.6285,
5.231696666,5.614293707,4.3,565937.2006,
6.345097994,8.177879468,3.15,1092130.981,
7.51040004,6.798878568,2,1869113.611,
8.688434074,8.296461691,4.23,1817829.53,
7.814769565,8.426940033,6.34,1392207.648,
6.232470845,7.959815248,4.46,1389773.873,
5.415519451,7.736373161,6.28,956009.1436,
3.105751238,6.070059216,3.07,945833.1891,
5.354619416,7.228602277,4.25,1383766.082,
7.499317992,7.903674878,4.35,1400268.142,
6.170239154,7.014314641,3.28,1144937.614,
5.631565659,6.94646556,4.18,1118165.866,
6.294160879,6.068655889,2.34,1047012.271,
4.822111808,8.463520436,6.13,1096069.287,
5.474150936,7.376389507,4.08,1386473.365,
4.560457849,6.257963587,3.02,945831.1863,
4.829750206,6.943591233,4.12,1311379.596,
4.886380224,8.172473256,6.41,885661.5908,
5.959681799,8.362731723,3.31,1507331.288,
6.286086725,7.192237739,4.46,1643291.722,
6.850824464,6.108848404,2.04,987746.924,
4.357995066,6.077607451,2.3,612211.5924,
7.648392612,6.163236778,4.29,836235.0305,
5.122697838,4.65244912,4.13,1495518.624,
5.268005224,6.65029888,2.2,911071.8336,
7.32195133,7.520463799,3.4,1360787.871,
6.495309081,7.212254273,4.49,1455107.451,
6.984684002,7.157023912,6.5,1327969.286,
5.662619316,8.610420549,5.47,1838503.994,
5.446503903,8.360906893,5.06,1727211.089,
5.207715005,6.637287948,3.38,1093344.577,
5.511947845,7.031684469,6.13,943485.0473,
4.966293764,7.314402945,3.39,1100632.391,
6.353593572,6.716500806,4.02,1269811.089,
6.438586774,6.474732498,3.27,1321008.593,
7.157498968,6.276444356,2.22,978241.2891,
6.686300741,7.887473354,3.11,952533.5782,
7.357510671,5.565494073,3.23,1434015.033,
6.148758826,6.077188813,2.4,1008649.929,
6.350845135,7.231771036,3.09,2007556.286,
5.440333831,8.454207452,5.26,882666.5815,
4.077536844,8.034790804,5.31,1246218.31,
7.68947618,6.722328315,4.37,880682.302,
4.898796695,7.569374864,6.05,840124.8423,
6.966125283,6.724826745,3.41,1469767.647,
6.657110323,6.511746963,4.47,1824987.706,
6.209654961,8.115599042,5.1,1404896.376,
5.727120468,7.668465841,6.45,1290043.367,
5.468522726,6.458904504,2.09,1410362.613,
6.657548834,6.098219274,2.35,1058269.019,
5.185436372,6.972646086,2.22,1464929.162,
6.081558141,8.360860711,4.2,1777009.712,
7.619776439,5.470050058,2.11,826194.6782,
8.012087696,6.301235187,4.2,1851575.868,
5.225235339,8.497163916,4.32,1552915.164,
6.740115935,5.325036955,3.5,922478.9145,
